Batch_Number,Date,Drug_Name,MRP_Unit_Price,Qty_Sold,Total_Amount,Transaction_ID
DOL-2403-28,2024-04-25,Dolo 650,30.0,3,90.0,TXN-14828
TEL-2404-29,2024-04-26,Telma 40,220.0,4,880.0,TXN-14829
PAN-2403-88,2024-04-26,Pan 40,155.0,1,155.0,TXN-14830
PAN-2403-88,2024-04-26,Pan 40,155.0,4,620.0,TXN-14831
GLY-2404-87,2024-04-26,Glycomet 500,225.0,4,900.0,TXN-14832
AZI-2404-33,2024-04-26,Azithral 500,118.5,2,237.0,TXN-14833
PAN-2404-41,2024-04-27,Pan 40,155.0,2,310.0,TXN-14834
ALL-2404-16,2024-04-27,Allegra 120,198.0,9,1782.0,TXN-14835
GLY-2403-53,2024-04-27,Glycomet 500,22.5,2,45.0,TXN-14836
PAN-2403-22,2024-04-27,Pan 40,155.0,4,620.0,TXN-14837
GLY-2404-87,2024-04-27,Glycomet 500,22.5,3,67.5,TXN-14838
ALL-2404-16,2024-04-27,Allegra 120,198.0,7,1386.0,TXN-14839
DOL-2404-55,2024-04-27,Dolo 650,30.0,1,30.0,TXN-14840
ALL-2403-83,2024-04-27,Allegra 120,198.0,6,1188.0,TXN-14841
ALL-2404-16,2024-04-27,Allegra 120,198.0,5,990.0,TXN-14842
PAN-2404-41,2024-04-27,Pan 40,155.0,5,775.0,TXN-14843
TEL-2403-32,2024-04-27,Telma 40,220.0,5,1100.0,TXN-14844
PAN-2404-41,2024-04-28,Pan 40,155.0,4,620.0,TXN-14845
AZI-2403-84,2024-04-28,Azithral 500,118.5,4,474.0,TXN-14846
AZI-2404-33,2024-04-28,Azithral 500,118.5,3,355.5,TXN-14847
TEL-2404-29,2024-04-28,Telma 40,220.0,3,660.0,TXN-14848
GEN-14849,2024-04-28,Azithral 500,118.5,3,355.5,TXN-14849
DOL-2404-91,2024-04-29,Dolo 650,30.0,2,60.0,TXN-14850
GEN-14851,2024-04-29,Azithral 500,118.5,1,118.5,TXN-14851
ALL-2403-83,2024-04-29,Allegra 120,198.0,8,1584.0,TXN-14852
TEL-2404-50,2024-04-29,Telma 40,220.0,5,1100.0,TXN-14853
DOL-2404-55,2024-04-29,Dolo 650,30.0,2,60.0,TXN-14854
AZI-2403-84,2024-04-29,Azithral 500,118.5,1,118.5,TXN-14855
AZI-2404-28,2024-04-29,Azithral 500,118.5,4,474.0,TXN-14856
TEL-2404-50,2024-04-29,Telma 40,220.0,2,440.0,TXN-14857
TEL-2404-50,2024-04-29,Telma 40,220.0,5,1100.0,TXN-14858
AZI-2404-33,2024-04-29,Azithral 500,118.5,5,592.5,TXN-14859
DOL-2404-55,2024-04-29,Dolo 650,30.0,2,60.0,TXN-14860
TEL-2404-29,2024-04-29,Telma 40,220.0,4,880.0,TXN-14861
PAN-2404-41,2024-04-29,Pan 40,155.0,3,465.0,TXN-14862
TEL-2403-32,2024-04-29,Telma 40,220.0,5,1100.0,TXN-14863
DOL-2403-28,2024-04-29,Dolo 650,30.0,1,30.0,TXN-14864
DOL-2404-55,2024-04-30,Dolo 650,30.0,4,120.0,TXN-14865
DOL-2403-28,2024-04-30,Dolo 650,30.0,5,150.0,TXN-14866
ALL-2404-87,2024-04-30,Allegra 120,198.0,4,792.0,TXN-14867
PAN-2404-56,2024-04-30,Pan 40,155.0,4,620.0,TXN-14868
PAN-2403-22,2024-04-30,Pan 40,155.0,3,465.0,TXN-14869
DOL-2403-28,2024-04-30,Dolo 650,30.0,5,150.0,TXN-14870
PAN-2404-56,2024-04-30,Pan 40,155.0,1,155.0,TXN-14871
AZI-2404-33,2024-04-30,Azithral 500,118.5,3,355.5,TXN-14872
PAN-2404-56,2024-04-30,Pan 40,155.0,2,310.0,TXN-14873
TEL-2404-29,2024-04-30,Telma 40,220.0,2,440.0,TXN-14874
AZI-2404-28,2024-04-30,Azithral 500,118.5,1,118.5,TXN-14875
DOL-2403-28,2024-05-01,Dolo 650,30.0,5,150.0,TXN-14876
AZI-2404-28,2024-05-01,Azithral 500,118.5,3,355.5,TXN-14877
PAN-2404-41,2024-05-01,Pan 40,155.0,2,310.0,TXN-14878
PAN-2404-56,2024-05-01,Pan 40,155.0,5,775.0,TXN-14879
TEL-2404-50,2024-05-01,Telma 40,220.0,1,220.0,TXN-14880
PAN-2404-56,2024-05-01,Pan 40,155.0,3,465.0,TXN-14881
GLY-2404-87,2024-05-01,Glycomet 500,22.5,1,22.5,TXN-14882
PAN-2404-41,2024-05-01,Pan 40,155.0,2,310.0,TXN-14883
TEL-2404-29,2024-05-01,Telma 40,220.0,3,660.0,TXN-14884
GEN-14885,2024-05-02,Telma 40,220.0,1,220.0,TXN-14885
GEN-14886,2024-05-02,Glycomet 500,22.5,4,90.0,TXN-14886
ALL-2404-87,2024-05-02,Allegra 120,198.0,3,594.0,TXN-14887
GLY-2403-53,2024-05-02,Glycomet 500,22.5,4,90.0,TXN-14888
PAN-2403-22,2024-05-02,Pan 40,155.0,5,775.0,TXN-14889
GLY-2403-53,2024-05-02,Glycomet 500,22.5,5,112.5,TXN-14890
ALL-2403-83,2024-05-02,Allegra 120,198.0,3,594.0,TXN-14891
DOL-2404-55,2024-05-02,Dolo 650,30.0,3,90.0,TXN-14892
DOL-2404-55,2024-05-02,Dolo 650,30.0,5,150.0,TXN-14893
TEL-2403-32,2024-05-02,Telma 40,220.0,4,880.0,TXN-14894
TEL-2404-29,2024-05-02,Telma 40,220.0,5,1100.0,TXN-14895
DOL-2404-55,2024-05-02,Dolo 650,30.0,1,30.0,TXN-14896
AZI-2404-28,2024-05-02,Azithral 500,118.5,4,474.0,TXN-14897
AZI-2404-28,2024-05-02,Azithral 500,118.5,1,118.5,TXN-14898
GEN-14899,2024-05-03,Pan 40,155.0,5,775.0,TXN-14899
PAN-2403-22,2024-05-03,Pan 40,155.0,3,465.0,TXN-14900
GLY-2403-53,2024-05-03,Glycomet 500,22.5,2,45.0,TXN-14901
GLY-2404-57,2024-05-03,Glycomet 500,22.5,5,112.5,TXN-14902
AZI-2403-84,2024-05-03,Azithral 500,118.5,2,237.0,TXN-14903
DOL-2403-28,2024-05-03,Dolo 650,30.0,1,30.0,TXN-14904
PAN-2403-22,2024-05-03,Pan 40,155.0,5,775.0,TXN-14905
DOL-2403-28,2024-05-03,Dolo 650,30.0,1,30.0,TXN-14906
ALL-2404-16,2024-05-04,Allegra 120,198.0,4,792.0,TXN-14907
PAN-2403-22,2024-05-04,Pan 40,155.0,1,155.0,TXN-14908
DOL-2403-28,2024-05-04,Dolo 650,30.0,2,60.0,TXN-14909
PAN-2404-41,2024-05-04,Pan 40,155.0,5,775.0,TXN-14910
DOL-2404-55,2024-05-04,Dolo 650,30.0,2,60.0,TXN-14911
DOL-2403-28,2024-05-04,Dolo 650,30.0,3,90.0,TXN-14912
TEL-2403-32,2024-05-04,Telma 40,220.0,2,440.0,TXN-14913
DOL-2403-28,2024-05-04,Dolo 650,30.0,1,30.0,TXN-14914
PAN-2404-56,2024-05-04,Pan 40,155.0,2,310.0,TXN-14915
GLY-2404-57,2024-05-04,Glycomet 500,22.5,1,22.5,TXN-14916
GLY-2404-57,2024-05-04,Glycomet 500,22.5,4,90.0,TXN-14917
PAN-2404-56,2024-05-05,Pan 40,155.0,3,465.0,TXN-14918
PAN-2404-41,2024-05-05,Pan 40,155.0,5,775.0,TXN-14919
ALL-2404-16,2024-05-05,Allegra 120,198.0,2,396.0,TXN-14920
PAN-2404-56,2024-05-05,Pan 40,155.0,1,155.0,TXN-14921
AZI-2404-33,2024-05-05,Azithral 500,118.5,5,592.5,TXN-14922
GLY-2403-53,2024-05-05,Glycomet 500,22.5,5,112.5,TXN-14923
DOL-2403-28,2024-05-05,Dolo 650,30.0,5,150.0,TXN-14924
GLY-2404-87,2024-05-05,Glycomet 500,22.5,4,90.0,TXN-14925
ALL-2404-16,2024-05-05,Allegra 120,198.0,2,396.0,TXN-14926
GEN-14927,2024-05-05,Telma 40,220.0,4,880.0,TXN-14927
ALL-2403-83,2024-05-05,Allegra 120,198.0,5,990.0,TXN-14928
DOL-2403-28,2024-05-05,Dolo 650,30.0,4,120.0,TXN-14929
PAN-2404-56,2024-05-05,Pan 40,155.0,4,620.0,TXN-14930
GEN-14931,2024-05-05,Allegra 120,198.0,1,198.0,TXN-14931
GLY-2404-87,2024-05-06,Glycomet 500,22.5,3,67.5,TXN-14932
GLY-2404-87,2024-05-06,Glycomet 500,22.5,1,22.5,TXN-14933
PAN-2404-41,2024-05-06,Pan 40,155.0,2,310.0,TXN-14934
GEN-14935,2024-05-06,Telma 40,220.0,4,880.0,TXN-14935
ALL-2403-83,2024-05-06,Allegra 120,198.0,5,990.0,TXN-14936
TEL-2404-29,2024-05-06,Telma 40,220.0,2,440.0,TXN-14937
ALL-2403-83,2024-05-06,Allegra 120,198.0,1,198.0,TXN-14938
DOL-2404-91,2024-05-06,Dolo 650,30.0,1,30.0,TXN-14939
DOL-2404-91,2024-05-06,Dolo 650,30.0,1,30.0,TXN-14940
GEN-14941,2024-05-07,Pan 40,155.0,5,775.0,TXN-14941
DOL-2404-55,2024-05-07,Dolo 650,30.0,2,60.0,TXN-14942
AZI-2403-84,2024-05-07,Azithral 500,118.5,5,592.5,TXN-14943
DOL-2403-28,2024-05-07,Dolo 650,30.0,5,150.0,TXN-14944
TEL-2403-32,2024-05-07,Telma 40,220.0,1,220.0,TXN-14945
AZI-2404-28,2024-05-07,Azithral 500,118.5,3,355.5,TXN-14946
GLY-2404-87,2024-05-07,Glycomet 500,22.5,2,45.0,TXN-14947
AZI-2404-33,2024-05-07,Azithral 500,118.5,2,237.0,TXN-14948
AZI-2404-33,2024-05-07,Azithral 500,118.5,3,355.5,TXN-14949
TEL-2404-50,2024-05-07,Telma 40,220.0,3,660.0,TXN-14950
TEL-2404-29,2024-05-07,Telma 40,220.0,2,440.0,TXN-14951
DOL-2403-28,2024-05-07,Dolo 650,30.0,1,30.0,TXN-14952
PAN-2404-41,2024-05-07,Pan 40,155.0,3,465.0,TXN-14953
GLY-2403-53,2024-05-07,Glycomet 500,22.5,5,112.5,TXN-14954
GEN-14955,2024-05-07,Telma 40,220.0,2,440.0,TXN-14955
PAN-2404-56,2024-05-08,Pan 40,155.0,5,775.0,TXN-14956
PAN-2403-22,2024-05-08,Pan 40,155.0,5,775.0,TXN-14957
ALL-2404-87,2024-05-08,Allegra 120,198.0,4,792.0,TXN-14958
GLY-2403-53,2024-05-08,Glycomet 500,22.5,5,112.5,TXN-14959
GLY-2404-87,2024-05-08,Glycomet 500,22.5,4,90.0,TXN-14960
AZI-2403-84,2024-05-08,Azithral 500,118.5,2,237.0,TXN-14961
ALL-2404-16,2024-05-09,Allegra 120,198.0,1,198.0,TXN-14962
PAN-2404-56,2024-05-09,Pan 40,155.0,4,620.0,TXN-14963
AZI-2403-84,2024-05-09,Azithral 500,118.5,4,474.0,TXN-14964
AZI-2404-28,2024-05-09,Azithral 500,,2,,TXN-14965
GEN-14966,2024-05-09,Glycomet 500,22.5,1,22.5,TXN-14966
GEN-14967,2024-05-09,Allegra 120,198.0,2,396.0,TXN-14967
DOL-2404-55,2024-05-09,Dolo 650,30.0,2,60.0,TXN-14968
GLY-2403-53,2024-05-09,Glycomet 500,22.5,4,90.0,TXN-14969
GLY-2404-87,2024-05-09,Glycomet 500,22.5,2,45.0,TXN-14970
GLY-2404-87,2024-05-09,Glycomet 500,22.5,4,90.0,TXN-14971
ALL-2404-16,2024-05-09,Allegra 120,198.0,4,792.0,TXN-14972
DOL-2403-28,2024-05-10,Dolo 650,30.0,5,150.0,TXN-14973
AZI-2404-28,2024-05-10,Azithral 500,118.5,3,355.5,TXN-14974
GLY-2404-57,2024-05-10,Glycomet 500,22.5,4,90.0,TXN-14975
GLY-2404-87,2024-05-10,Glycomet 500,22.5,3,67.5,TXN-14976
TEL-2404-29,2024-05-10,Telma 40,220.0,1,220.0,TXN-14977
PAN-2404-41,2024-05-10,Pan 40,155.0,5,775.0,TXN-14978
GEN-14979,2024-05-10,Glycomet 500,22.5,1,22.5,TXN-14979
DOL-2404-55,2024-05-10,Dolo 650,30.0,1,30.0,TXN-14980
TEL-2403-32,2024-05-10,Telma 40,220.0,2,440.0,TXN-14981
DOL-2403-28,2024-05-10,Dolo 650,30.0,4,120.0,TXN-14982
TEL-2404-29,2024-05-10,Telma 40,220.0,3,660.0,TXN-14983
ALL-2404-16,2024-05-10,Allegra 120,198.0,5,990.0,TXN-14984
TEL-2403-32,2024-05-10,Telma 40,220.0,5,1100.0,TXN-14985
DOL-2403-28,2024-05-10,Dolo 650,30.0,4,120.0,TXN-14986
ALL-2403-83,2024-05-11,Allegra 120,198.0,3,594.0,TXN-14987
GEN-14988,2024-05-11,Allegra 120,198.0,3,594.0,TXN-14988
DOL-2404-55,2024-05-11,Dolo 650,30.0,3,90.0,TXN-14989
TEL-2403-32,2024-05-11,Telma 40,220.0,1,220.0,TXN-14990
DOL-2404-91,2024-05-11,Dolo 650,30.0,5,150.0,TXN-14991
ALL-2404-16,2024-05-12,Allegra 120,198.0,5,990.0,TXN-14992
AZI-2404-33,2024-05-12,Azithral 500,118.5,1,118.5,TXN-14993
GLY-2403-53,2024-05-12,Glycomet 500,22.5,5,112.5,TXN-14994
ALL-2403-83,2024-05-12,Allegra 120,198.0,4,792.0,TXN-14995
GLY-2404-57,2024-05-12,Glycomet 500,22.5,4,90.0,TXN-14996
ALL-2404-87,2024-05-12,Allegra 120,198.0,4,792.0,TXN-14997
GLY-2404-57,2024-05-12,Glycomet 500,22.5,3,67.5,TXN-14998
GLY-2403-53,2024-05-12,Glycomet 500,22.5,1,22.5,TXN-14999
PAN-2404-41,2024-05-13,Pan 40,155.0,3,465.0,TXN-15000
ALL-2404-16,2024-05-13,Allegra 120,198.0,5,990.0,TXN-15001
PAN-2404-41,2024-05-13,Pan 40,155.0,5,775.0,TXN-15002
AZI-2403-84,2024-05-13,Azithral 500,118.5,1,118.5,TXN-15003
ALL-2404-87,2024-05-13,Allegra 120,198.0,5,990.0,TXN-15004
GLY-2403-53,2024-05-14,Glycomet 500,22.5,3,67.5,TXN-15005
GLY-2404-57,2024-05-14,Glycomet 500,22.5,5,112.5,TXN-15006
TEL-2404-50,2024-05-14,Telma 40,220.0,1,220.0,TXN-15007
DOL-2404-91,2024-05-14,Dolo 650,30.0,1,30.0,TXN-15008
DOL-2403-28,2024-05-14,Dolo 650,30.0,2,60.0,TXN-15009
PAN-2403-22,2024-05-14,Pan 40,155.0,5,775.0,TXN-15010
DOL-2403-28,2024-05-14,Dolo 650,30.0,2,60.0,TXN-15011
AZI-2404-33,2024-05-14,Azithral 500,118.5,4,474.0,TXN-15012
PAN-2404-56,2024-05-14,Pan 40,155.0,5,775.0,TXN-15013
DOL-2404-55,2024-05-14,Dolo 650,30.0,3,90.0,TXN-15014
AZI-2405-91,2024-05-15,Azithral 500,118.5,4,474.0,TXN-15015
TEL-2405-79,2024-05-15,Telma 40,220.0,1,220.0,TXN-15016
DOL-2405-35,2024-05-15,Dolo 650,30.0,1,30.0,TXN-15017
DOL-2404-55,2024-05-15,Dolo 650,30.0,4,120.0,TXN-15018
ALL-2404-16,2024-05-15,Allegra 120,198.0,2,396.0,TXN-15019
PAN-2405-38,2024-05-16,Pan 40,155.0,1,155.0,TXN-15020
DOL-2404-55,2024-05-16,Dolo 650,30.0,4,120.0,TXN-15021
DOL-2404-91,2024-05-16,Dolo 650,30.0,2,60.0,TXN-15022
PAN-2404-56,2024-05-16,Pan 40,155.0,4,620.0,TXN-15023
GEN-15024,2024-05-16,Telma 40,220.0,4,880.0,TXN-15024
AZI-2404-33,2024-05-16,Azithral 500,118.5,1,118.5,TXN-15025
PAN-2405-38,2024-05-16,Pan 40,155.0,1,155.0,TXN-15026
TEL-2404-29,2024-05-16,Telma 40,220.0,5,1100.0,TXN-15027
GLY-2404-57,2024-05-16,Glycomet 500,22.5,2,45.0,TXN-15028
ALL-2404-16,2024-05-16,Allegra 120,198.0,2,396.0,TXN-15029
TEL-2405-79,2024-05-17,Telma 40,220.0,1,220.0,TXN-15030
GEN-15031,2024-05-17,Allegra 120,198.0,2,396.0,TXN-15031
AZI-2404-28,2024-05-17,Azithral 500,118.5,4,474.0,TXN-15032
TEL-2404-29,2024-05-17,Telma 40,220.0,4,880.0,TXN-15033
GLY-2404-57,2024-05-17,Glycomet 500,22.5,4,90.0,TXN-15034
PAN-2404-56,2024-05-17,Pan 40,155.0,1,155.0,TXN-15035
PAN-2405-38,2024-05-17,Pan 40,155.0,5,775.0,TXN-15036
PAN-2404-56,2024-05-17,Pan 40,155.0,5,775.0,TXN-15037
DOL-2404-91,2024-05-17,Dolo 650,30.0,3,90.0,TXN-15038
GLY-2405-45,2024-05-17,Glycomet 500,22.5,1,22.5,TXN-15039
TEL-2404-29,2024-05-17,Telma 40,220.0,4,880.0,TXN-15040
PAN-2405-38,2024-05-18,Pan 40,155.0,2,310.0,TXN-15041
GLY-2405-45,2024-05-18,Glycomet 500,22.5,5,112.5,TXN-15042
ALL-2405-91,2024-05-18,Allegra 120,198.0,5,990.0,TXN-15043
ALL-2405-91,2024-05-18,Allegra 120,198.0,4,792.0,TXN-15044
AZI-2404-33,2024-05-18,Azithral 500,118.5,5,592.5,TXN-15045
PAN-2405-38,2024-05-18,Pan 40,155.0,3,465.0,TXN-15046
TEL-2405-79,2024-05-18,Telma 40,220.0,4,880.0,TXN-15047
AZI-2404-33,2024-05-18,Azithral 500,118.5,4,474.0,TXN-15048
ALL-2404-16,2024-05-18,Allegra 120,198.0,1,198.0,TXN-15049
GLY-2405-45,2024-05-18,Glycomet 500,22.5,3,67.5,TXN-15050
DOL-2404-91,2024-05-18,Dolo 650,30.0,1,30.0,TXN-15051
GLY-2404-87,2024-05-19,Glycomet 500,22.5,1,22.5,TXN-15052
TEL-2405-79,2024-05-19,Telma 40,220.0,4,880.0,TXN-15053
TEL-2404-29,2024-05-19,Telma 40,2200.0,5,11000.0,TXN-15054
TEL-2405-79,2024-05-19,Telma 40,220.0,1,220.0,TXN-15055
DOL-2405-35,2024-05-19,Dolo 650,30.0,4,120.0,TXN-15056
GEN-15057,2024-05-19,Telma 40,220.0,5,1100.0,TXN-15057
GEN-15058,2024-05-19,Allegra 120,198.0,5,990.0,TXN-15058
TEL-2404-50,2024-05-19,Telma 40,220.0,4,880.0,TXN-15059
ALL-2405-91,2024-05-19,Allegra 120,198.0,5,990.0,TXN-15060
DOL-2404-55,2024-05-19,Dolo 650,30.0,1,30.0,TXN-15061
TEL-2405-79,2024-05-19,Telma 40,220.0,1,220.0,TXN-15062
PAN-2404-56,2024-05-19,Pan 40,155.0,3,465.0,TXN-15063
TEL-2405-79,2024-05-19,Telma 40,220.0,3,660.0,TXN-15064
TEL-2404-50,2024-05-19,Telma 40,220.0,2,440.0,TXN-15065
PAN-2404-41,2024-05-19,Pan 40,155.0,4,620.0,TXN-15066
ALL-2404-87,2024-05-20,Allegra 120,198.0,4,792.0,TXN-15067
TEL-2404-50,2024-05-20,Telma 40,220.0,5,1100.0,TXN-15068
GLY-2404-57,2024-05-20,Glycomet 500,22.5,3,67.5,TXN-15069
GLY-2405-45,2024-05-20,Glycomet 500,22.5,1,22.5,TXN-15070
DOL-2405-35,2024-05-20,Dolo 650,30.0,5,150.0,TXN-15071
ALL-2404-87,2024-05-20,Allegra 120,198.0,5,990.0,TXN-15072
GLY-2404-87,2024-05-20,Glycomet 500,22.5,3,67.5,TXN-15073
GEN-15074,2024-05-20,Dolo 650,30.0,3,90.0,TXN-15074
ALL-2404-87,2024-05-20,Allegra 120,198.0,3,594.0,TXN-15075
ALL-2405-91,2024-05-20,Allegra 120,198.0,2,396.0,TXN-15076
PAN-2405-38,2024-05-20,Pan 40,155.0,4,620.0,TXN-15077
GEN-15078,2024-05-20,Allegra 120,198.0,1,198.0,TXN-15078
GLY-2404-57,2024-05-21,Glycomet 500,22.5,2,45.0,TXN-15079
PAN-2404-41,2024-05-21,Pan 40,155.0,3,465.0,TXN-15080
DOL-2405-35,2024-05-21,Dolo 650,30.0,4,120.0,TXN-15081
AZI-2405-91,2024-05-21,Azithral 500,118.5,2,237.0,TXN-15082
ALL-2404-16,2024-05-21,Allegra 120,198.0,4,792.0,TXN-15083
DOL-2404-91,2024-05-21,Dolo 650,30.0,3,90.0,TXN-15084
ALL-2404-16,2024-05-21,Allegra 120,198.0,5,990.0,TXN-15085
AZI-2404-33,2024-05-21,Azithral 500,118.5,2,237.0,TXN-15086
AZI-2404-33,2024-05-21,Azithral 500,118.5,1,118.5,TXN-15087
AZI-2404-28,2024-05-21,Azithral 500,118.5,3,355.5,TXN-15088
PAN-2404-56,2024-05-21,Pan 40,155.0,5,775.0,TXN-15089
GEN-15090,2024-05-22,Dolo 650,30.0,1,30.0,TXN-15090
ALL-2404-16,2024-05-22,Allegra 120,198.0,5,990.0,TXN-15091
DOL-2404-55,2024-05-22,Dolo 650,30.0,2,60.0,TXN-15092
TEL-2405-79,2024-05-22,Telma 40,220.0,3,660.0,TXN-15093
GEN-15094,2024-05-22,Glycomet 500,22.5,5,112.5,TXN-15094
GLY-2404-57,2024-05-22,Glycomet-500,22.5,1,22.5,TXN-15095
DOL-2405-35,2024-05-22,Dolo 650,30.0,4,120.0,TXN-15096
GLY-2404-87,2024-05-22,Glycomet 500,22.5,4,90.0,TXN-15097
TEL-2404-29,2024-05-22,Telma 40,220.0,1,220.0,TXN-15098
PAN-2405-38,2024-05-22,Pan 40,155.0,2,310.0,TXN-15099
DOL-2404-55,2024-05-22,Dolo 650,30.0,5,150.0,TXN-15100
TEL-2404-29,2024-05-22,Telma 40,220.0,3,660.0,TXN-15101
GLY-2404-57,2024-05-22,Glycomet 500,22.5,5,112.5,TXN-15102
TEL-2405-79,2024-05-22,Telma 40,220.0,5,1100.0,TXN-15103
DOL-2405-35,2024-05-23,Dolo 650,30.0,2,60.0,TXN-15104
DOL-2405-35,2024-05-23,Dolo 650,30.0,3,90.0,TXN-15105
ALL-2405-91,2024-05-23,Allegra 120,198.0,5,990.0,TXN-15106
AZI-2404-33,2024-05-23,Azithral 500,118.5,3,355.5,TXN-15107
GEN-15108,2024-05-23,Dolo 650,30.0,3,90.0,TXN-15108
DOL-2404-55,2024-05-23,Dolo 650,30.0,2,60.0,TXN-15109
AZI-2405-91,2024-05-23,Azithral 500,118.5,3,355.5,TXN-15110
DOL-2405-35,2024-05-23,Dolo 650,30.0,2,60.0,TXN-15111
DOL-2404-55,2024-05-23,Dolo 650,30.0,5,150.0,TXN-15112
GLY-2404-57,2024-05-23,Glycomet 500,22.5,5,112.5,TXN-15113
DOL-2404-91,2024-05-24,Dolo 650,30.0,5,150.0,TXN-15114
AZI-2405-91,2024-05-24,Azithral 500,118.5,5,592.5,TXN-15115
PAN-2404-41,2024-05-24,Pan 40,155.0,5,775.0,TXN-15116
DOL-2404-91,2024-05-24,Dolo 650,30.0,4,120.0,TXN-15117
ALL-2404-16,2024-05-24,Allegra 120,198.0,4,792.0,TXN-15118
PAN-2404-56,2024-05-25,Pan 40,155.0,2,310.0,TXN-15119
GLY-2404-87,2024-05-25,Glycomet 500,22.5,4,90.0,TXN-15120
GLY-2405-45,2024-05-25,Glycomet 500,22.5,1,22.5,TXN-15121
TEL-2404-50,2024-05-25,Telma 40,220.0,2,440.0,TXN-15122
TEL-2404-29,2024-05-25,Telma 40,220.0,2,440.0,TXN-15123
DOL-2404-91,2024-05-25,Dolo 650,30.0,5,150.0,TXN-15124
DOL-2405-35,2024-05-25,Dolo 650,30.0,4,120.0,TXN-15125
AZI-2404-28,2024-05-26,Azithral 500,118.5,3,355.5,TXN-15126
GLY-2405-45,2024-05-26,Glycomet 500,22.5,1,22.5,TXN-15127
DOL-2404-91,2024-05-26,Dolo 650,30.0,4,120.0,TXN-15128
PAN-2404-56,2024-05-26,Pan 40,155.0,5,775.0,TXN-15129
PAN-2404-41,2024-05-26,Pan 40,,3,,TXN-15130
TEL-2405-79,2024-05-26,Telma 40,220.0,3,660.0,TXN-15131
GEN-15132,2024-05-26,Azithral 500,118.5,1,118.5,TXN-15132
TEL-2405-79,2024-05-26,Telma 40,220.0,5,1100.0,TXN-15133
DOL-2404-91,2024-05-26,Dolo 650,30.0,1,30.0,TXN-15134
TEL-2404-29,2024-05-26,Telma 40,220.0,2,440.0,TXN-15135
GLY-2405-45,2024-05-26,Glycomet 500,22.5,1,22.5,TXN-15136
GLY-2404-57,2024-05-26,Glycomet 500,22.5,2,45.0,TXN-15137
AZI-2404-33,2024-05-26,Azithral 500,118.5,3,355.5,TXN-15138
DOL-2404-91,2024-05-26,Dolo 650,30.0,4,120.0,TXN-15139
DOL-2404-91,2024-05-27,Dolo 650,30.0,3,90.0,TXN-15140
PAN-2404-41,2024-05-27,Pan 40,155.0,2,310.0,TXN-15141
TEL-2405-79,2024-05-27,Telma 40,220.0,2,440.0,TXN-15142
PAN-2404-56,2024-05-27,Pan 40,155.0,2,310.0,TXN-15143
ALL-2404-16,2024-05-27,Allegra 120,198.0,3,594.0,TXN-15144
GEN-15145,2024-05-28,Telma 40,220.0,5,1100.0,TXN-15145
DOL-2405-35,2024-05-28,Dolo 650,30.0,1,30.0,TXN-15146
PAN-2405-38,2024-05-28,Pan 40,155.0,4,620.0,TXN-15147
AZI-2404-33,2024-05-28,Azithral 500,118.5,1,118.5,TXN-15148
TEL-2404-29,2024-05-28,Telma 40,220.0,2,440.0,TXN-15149
ALL-2404-16,2024-05-28,Allegra 120,198.0,3,594.0,TXN-15150
GLY-2405-45,2024-05-29,Glycomet 500,22.5,4,90.0,TXN-15151
GLY-2404-87,2024-05-29,Glycomet 500,22.5,3,67.5,TXN-15152
GLY-2405-45,2024-05-29,Glycomet 500,,2,,TXN-15153
GEN-15154,2024-05-29,Dolo 650,30.0,1,30.0,TXN-15154
TEL-2404-29,2024-05-29,Telma 40,220.0,1,220.0,TXN-15155
PAN-2404-56,2024-05-29,Pan 40,155.0,2,310.0,TXN-15156
TEL-2405-79,2024-05-29,Telma 40,220.0,2,440.0,TXN-15157
DOL-2404-91,2024-05-29,Dolo 650,30.0,4,120.0,TXN-15158
GEN-15159,2024-05-30,Telma 40,220.0,5,1100.0,TXN-15159
TEL-2405-85,2024-05-30,Telma 40,220.0,3,660.0,TXN-15160
AZI-2404-28,2024-05-30,Azithral 500,118.5,4,474.0,TXN-15161
PAN-2405-38,2024-05-30,Pan 40,155.0,3,465.0,TXN-15162
GLY-2404-57,2024-05-30,Glycomet 500,22.5,5,112.5,TXN-15163
AZI-2404-28,2024-05-30,Azithral 500,118.5,4,474.0,TXN-15164
GLY-2405-45,2024-05-30,Glycomet 500,22.5,3,67.5,TXN-15165
ALL-2405-91,2024-05-30,Allegra 120,198.0,5,990.0,TXN-15166
TEL-2404-50,2024-05-30,Telma 40,220.0,2,440.0,TXN-15167
DOL-2404-55,2024-05-31,Dolo 650,30.0,2,60.0,TXN-15168
AZI-2404-28,2024-05-31,Azithral 500,118.5,1,118.5,TXN-15169
AZI-2405-58,2024-05-31,Azithral 500,118.5,1,118.5,TXN-15170
PAN-2405-18,2024-05-31,Pan 40,155.0,3,465.0,TXN-15171
AZI-2405-58,2024-05-31,Azithral 500,118.5,1,118.5,TXN-15172
GLY-2405-45,2024-06-01,Glycomet 500,22.5,4,90.0,TXN-15173
ALL-2405-63,2024-06-01,Allegra 120,198.0,3,594.0,TXN-15174
PAN-2404-41,2024-06-01,Pan 40,155.0,1,155.0,TXN-15175
PAN-2405-18,2024-06-01,Pan 40,155.0,5,775.0,TXN-15176
TEL-2405-79,2024-06-01,Telma 40,220.0,1,220.0,TXN-15177
PAN-2405-38,2024-06-02,Pan 40,155.0,4,620.0,TXN-15178
